"traffic_id,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m_traffic,weather_id,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m_weather,weather_condition,air_pressure_hpa,year,month,day,hour,day_of_week,is_weekend,is_rush_hour,Scenario"
"12873.0,London,Islington,192.0,38.6,0.0,Unknown,Wet,5680.0,7792,Summer,17.980257926362594,78.0,17.965862859495886,20.08434784410379,50.0,Clear,1021.2777190728168,2024,7,4,14,Thursday,False,0,Heavy rain"
"13649.0,London,Kensington,204.0,22.8,0.0,Low,Damaged,6300.0,7659,Autumn,15.977454488196289,91.0,12.872708634685807,10.712087199420123,2938.0,Clear,1027.0256618922042,2024,9,30,23,Monday,False,0,Heavy rain"
"9258.0,London,Islington,196.0,50.7,0.0,Low,Damaged,8471.0,6950,Summer,22.627882267357712,73.0,153.38354286269336,30.948278887450986,3537.0,Rain,1008.5778632981798,2024,6,18,18,Tuesday,False,1,Heavy rain"
"11987.0,London,Hackney,174.0,44.8,0.0,Unknown,Dry,1846.0,7728,Summer,21.432596770589296,48.0,14.672140089013128,21.33714400833348,50.0,Clear,1023.332201735528,2024,8,12,4,Monday,False,0,Heavy rain"
"11381.0,London,Chelsea,202.0,42.8,0.0,Low,Wet,3783.0,6866,Winter,4.972198531759648,58.0,15.437684537292366,20.752836747738485,2712.0,Clear,991.8787348845508,2024,12,3,12,Tuesday,False,0,Heavy rain"
"10160.0,London,Southwark,196.0,73.3,0.0,Low,Dry,6425.0,6318,Spring,60.0,63.0,167.5204124165437,8.90736254421682,7945.0,Rain,1015.4971560802404,2024,4,23,15,Tuesday,False,0,Heavy rain"
"13368.0,London,Hackney,232.0,61.4,1.0,Low,Snowy,6408.0,7986,Summer,22.29815184960087,78.0,16.975744159639977,17.706033777324283,5111.0,Clear,1022.1600114289108,2024,8,29,18,Thursday,False,1,Heavy rain"
"11536.0,London,Islington,194.0,49.4,0.0,Unknown,Snowy,8722.0,6756,Winter,9.678391965737305,76.0,13.943196904697466,9.15574695064891,4838.0,Clear,1030.7387177541802,2024,1,27,21,Saturday,True,0,Heavy rain"
"10516.0,London,Southwark,180.0,55.0,0.0,Unknown,Damaged,2320.0,9851,Autumn,9.730508058372118,33.0,13.6510741633077,33.51298172953824,6674.0,Snow,1022.238170447365,2024,10,24,2,Thursday,False,0,Heavy rain"
"10622.0,London,Greenwich,198.0,28.3,1.0,Unknown,Snowy,2931.0,6424,Winter,6.5659223693249,53.0,123.27624751169998,11.743387540559416,1983.0,Fog,1026.122000371251,2024,1,2,4,Tuesday,False,0,Heavy rain"
"13319.0,London,Camden,204.0,34.1,0.0,Unknown,Wet,891.0,5646,Winter,7.107730417682806,64.0,126.1581654374153,16.542227862714046,7681.0,Clear,1000.1910591193556,2024,2,26,4,Monday,False,0,Heavy rain"
"10144.0,London,Islington,212.0,71.6,0.0,Low,Dry,8097.0,6625,Summer,25.010591601962417,81.0,12.846222251601588,16.932308682394307,984.0,Snow,1006.728578725656,2024,7,5,9,Friday,False,1,Heavy rain"
"10399.0,London,Greenwich,198.0,44.4,0.0,Unknown,Dry,2011.0,8699,Autumn,14.463577410709268,72.0,157.96805526490363,19.34778422485164,6995.0,Fog,995.6117890637244,2024,9,26,13,Thursday,False,0,Heavy rain"
"10399.0,London,Greenwich,198.0,44.4,0.0,Unknown,Dry,2011.0,9082,Autumn,12.836526259529537,72.0,174.33623538032816,53.50940507096919,5223.0,Rain,1013.43296495552,2024,9,26,13,Thursday,False,0,Heavy rain"
"9840.0,London,Islington,183.0,44.1,1.0,Low,Damaged,735.0,8828,Spring,6.110948093712294,52.0,172.7493530476612,1.518169889176403,1812.0,Rain,1017.5403057052306,2024,4,24,20,Wednesday,False,0,Heavy rain"
"9142.0,London,Islington,222.0,43.0,0.0,Low,Damaged,7266.0,7792,Summer,17.980257926362594,78.0,17.965862859495886,20.08434784410379,50.0,Clear,1021.2777190728168,2024,7,4,13,Thursday,False,0,Heavy rain"
"10012.0,London,Kensington,217.0,53.6,0.0,Unknown,Dry,1343.0,9541,Autumn,24.819362473096803,30.0,16.051339364222027,10.19556870458536,5111.0,Clear,1001.017996249385,2024,9,13,13,Friday,False,0,Heavy rain"
"10992.0,London,Southwark,212.0,58.2,0.0,Low,Damaged,9820.0,5608,Autumn,16.190255507203787,73.0,14.779632268093204,3.2219137908678555,7042.0,Clear,1019.8007302701016,2024,9,30,10,Monday,False,0,Heavy rain"
"13456.0,London,Southwark,173.0,34.9,1.0,Low,Snowy,490.0,9762,Spring,13.3232485620832,45.0,17.614637529172473,19.54631457776677,7504.0,Snow,1005.667075688336,2024,5,15,3,Wednesday,False,0,Heavy rain"
"9177.0,London,Islington,185.0,35.0,0.0,Unknown,Dry,5383.0,9926,Autumn,10.311771211100918,87.0,14.27563124054825,32.85339167759274,4970.0,Rain,993.3055025887094,2024,10,28,16,Monday,False,1,Heavy rain"
"9841.0,London,Chelsea,192.0,50.8,1.0,Low,Damaged,5008.0,7800,Spring,12.261614678234722,50.0,13.114204941552892,8.656621766773355,3209.0,Clear,1025.6301316059823,2024,4,6,5,Saturday,True,0,Heavy rain"
"10643.0,London,Chelsea,197.0,51.2,0.0,Unknown,Snowy,5875.0,7441,,5.440582902183932,93.0,17.292908815759716,39.76636986504405,2592.0,Rain,992.2204347412506,2024,9,15,1,Sunday,True,0,Heavy rain"
"13796.0,London,Kensington,222.0,41.6,1.0,Low,Dry,4813.0,8537,Spring,10.07821317278015,87.0,13.291349984185798,0.952244399356274,1214.0,Rain,994.2017297496056,2024,5,21,7,Tuesday,False,1,Heavy rain"
"10369.0,London,Islington,187.0,47.4,0.0,Low,Wet,7703.0,8491,Winter,7.8853606359027,37.0,21.22384607148346,24.066839455716217,3787.0,Rain,1008.9080957238348,2024,1,14,3,Sunday,True,0,Heavy rain"
"12505.0,London,Kensington,196.0,25.1,1.0,Unknown,Dry,9187.0,9035,Spring,11.291588838053528,79.0,15.092654212296658,5.755141939511058,3867.0,Clear,1002.9310180340276,2024,5,17,10,Friday,False,0,Heavy rain"
"9686.0,London,Camden,216.0,54.3,1.0,Unknown,Dry,1562.0,5100,Winter,1.749880327965509,94.0,15.079880256433244,10.436173292342508,4984.0,Clear,1017.5928705241164,2024,1,17,6,Wednesday,False,0,Heavy rain"
"12239.0,London,Hackney,207.0,40.2,0.0,Unknown,Wet,5194.0,7201,Spring,15.44246652602648,86.0,15.021559833445584,6.646794202838718,5428.0,Clear,1009.014888577572,2024,5,13,4,Monday,False,0,Heavy rain"
"11186.0,London,Southwark,190.0,26.6,0.0,Unknown,Wet,7885.0,7600,Summer,23.526215632656765,50.0,14.82118502333767,6.094708331247968,8689.0,Clear,1010.3461519229776,2024,8,2,13,Friday,False,0,Heavy rain"
"10032.0,London,Hammersmith,213.0,61.9,0.0,Low,Snowy,7539.0,9960,Summer,26.639200640406187,64.0,12.942954100672583,9.47113081378961,5111.0,Clear,1040.1312521228133,2024,8,20,19,Tuesday,False,1,Heavy rain"
"9105.0,London,Islington,198.0,43.6,0.0,Low,Snowy,5880.0,6630,Autumn,8.051859317148313,41.0,178.78520032810036,16.805307205234786,9958.0,Clear,1016.511240714274,2024,11,2,10,Saturday,True,0,Heavy rain"
"13851.0,London,Greenwich,225.0,53.6,0.0,Unknown,Snowy,8601.0,6602,Autumn,11.49570126429587,36.0,176.81257208212546,12.44541320903394,2332.0,Clear,979.8387851719796,2024,9,12,4,Thursday,False,0,Heavy rain"
"11541.0,London,Greenwich,190.0,28.4,1.0,Unknown,Snowy,4450.0,5060,Winter,1.8721864924523528,57.0,14.380871564374392,9.771708073661197,1176.0,Rain,1008.0922721449072,2024,1,23,12,Tuesday,False,0,Heavy rain"
"11203.0,London,Camden,203.0,59.9,0.0,Unknown,Damaged,6451.0,8548,Autumn,13.346849013290347,39.0,167.6594832446306,6.7155996827543465,1784.0,Rain,1034.4148909270364,2024,9,30,15,Monday,False,0,Heavy rain"
"13366.0,London,Chelsea,202.0,54.4,0.0,Unknown,Snowy,9665.0,10007,Winter,5.430719415231874,72.0,18.09051297086698,9.060414767744888,1423.0,Rain,1005.3154797987814,2024,1,18,8,Thursday,False,1,Heavy rain"
"10404.0,London,Chelsea,223.0,39.8,0.0,Unknown,Snowy,2908.0,6841,Summer,22.242608139724133,54.0,12.38916158155315,28.93492759594473,3340.0,Rain,1001.3594435428104,2024,7,7,22,Sunday,True,0,Heavy rain"
"10576.0,London,Kensington,192.0,50.6,1.0,Unknown,Snowy,567.0,9322,Summer,25.910650007657296,50.0,14.0853456961587,9.63923905851384,5773.0,Clear,1014.0926760267306,2024,8,12,8,Monday,False,1,Heavy rain"
"11311.0,London,Camden,194.0,52.9,0.0,Low,Wet,4820.0,9156,Winter,-2.392931228899208,57.0,14.623289440214188,5.09801548532549,3876.0,Snow,1020.6615296310914,2024,2,13,2,Tuesday,False,0,Heavy rain"
"9883.0,London,Kensington,184.0,28.6,0.0,Unknown,Damaged,5495.0,8159,Spring,9.99299258495431,93.0,15.680647853226311,10.84820794831572,5829.0,Snow,1040.3813609117835,2024,3,11,4,Monday,False,0,Heavy rain"
"10951.0,London,Hackney,199.0,57.7,0.0,Unknown,Wet,2662.0,6958,Autumn,11.882670088140738,60.0,20.98302707585903,8.911472092676005,2634.0,Clear,992.970390289548,2024,10,13,6,Sunday,True,0,Heavy rain"
"11393.0,London,Greenwich,200.0,41.2,0.0,Unknown,Snowy,6910.0,5849,Spring,17.91825903543562,76.0,28.1320685547411,56.157123983768656,478.0,Clear,1001.0393977150972,2024,4,14,3,Sunday,True,0,Heavy rain"
"9238.0,London,Hackney,194.0,56.9,0.0,Low,Damaged,3467.0,8951,Winter,10.718770216034644,74.0,18.053677960728024,8.357311954186791,5983.0,Rain,1004.2190560582212,2024,2,20,0,Tuesday,False,0,Heavy rain"
