traffic_id,date_time,city,vehicle_count,avg_speed_kmh,congestion_level,weather_id,temperature_c,rain_mm,weather_condition,year,month,day,hour,day_of_week,is_weekend,is_rush_hour
71,2024-01-03 22:51:00,London,3097,86.5095943132336,High,72,-0.5962571944760064,0.48371418533817295,Rain,2024,1,3,22,Wednesday,False,0
72,2024-01-03 23:47:00,London,4352,39.82998756976086,Low,73,-3.1678723481153037,1.740209484066478,Cloudy,2024,1,3,23,Wednesday,False,0
73,2024-01-04 00:54:00,London,3674,13.394378005520878,Medium,74,1.5736989919771327,0.535782429809825,Rain,2024,1,4,0,Thursday,False,0
74,2024-01-04 01:06:00,London,229,77.54839474408335,Medium,74,1.5736989919771327,0.535782429809825,Rain,2024,1,4,1,Thursday,False,0
75,2024-01-04 02:50:00,London,185,80.41207137113375,Low,76,17.36243528733177,0.5060507888415231,Cloudy,2024,1,4,2,Thursday,False,0
76,2024-01-04 03:14:00,London,1257,44.03144293749315,Medium,76,17.36243528733177,0.5060507888415231,Cloudy,2024,1,4,3,Thursday,False,0
77,2024-01-04 04:56:00,London,1287,28.466039164598644,Low,78,-1.730310110440958,0.24477951963645728,Clear,2024,1,4,4,Thursday,False,0
78,2024-01-04 05:52:00,London,159,37.256687166515675,Medium,79,9.742476578874024,3.986809836465061,Clear,2024,1,4,5,Thursday,False,0
79,2024-01-04 06:56:00,London,1925,60.414377305416295,Low,80,10.488436582629724,0.37500399274660806,Cloudy,2024,1,4,6,Thursday,False,0
80,2024-01-04 07:56:00,London,2629,32.289733025987815,Low,81,-4.472520939424642,1.6761461511322286,Rain,2024,1,4,7,Thursday,False,1
81,2024-01-04 08:48:00,London,192,39.928467665945206,High,82,24.05312373832132,4.266310778698808,Cloudy,2024,1,4,8,Thursday,False,1
82,2024-01-04 09:15:00,London,4031,65.91780168732686,Medium,82,24.05312373832132,4.266310778698808,Cloudy,2024,1,4,9,Thursday,False,1
83,2024-01-04 10:18:00,London,133,76.68275895665518,High,83,12.595778125116823,0.4600701134654343,Cloudy,2024,1,4,10,Thursday,False,0
84,2024-01-04 11:30:00,London,3840,82.66302869765141,Low,85,4.709445689935903,2.1027004602520787,Clear,2024,1,4,11,Thursday,False,0
85,2024-01-04 12:51:00,London,1925,89.64005809166447,Low,86,33.86580726511959,0.6625524668468802,Rain,2024,1,4,12,Thursday,False,0
86,2024-01-04 13:24:00,London,2189,58.85593799540002,Medium,86,33.86580726511959,0.6625524668468802,Rain,2024,1,4,13,Thursday,False,0
87,2024-01-04 14:47:00,London,4547,79.0062922823051,Medium,88,19.788821970740962,0.03537983616317982,Rain,2024,1,4,14,Thursday,False,0
88,2024-01-04 15:37:00,London,2198,84.71658450656213,Medium,89,28.163253135359604,1.0655619235694336,Cloudy,2024,1,4,15,Thursday,False,0
89,2024-01-04 16:33:00,London,4458,43.20998254830594,Low,90,17.427380322165746,0.471936972262567,Rain,2024,1,4,16,Thursday,False,1
90,2024-01-04 17:29:00,London,1407,75.11610203908411,Low,90,17.427380322165746,0.471936972262567,Rain,2024,1,4,17,Thursday,False,1
91,2024-01-04 18:07:00,London,457,40.996700530503134,Low,91,27.890604070437462,0.31087742225694487,Rain,2024,1,4,18,Thursday,False,1
92,2024-01-04 19:48:00,London,346,31.88957286440174,High,93,-0.6435944263954507,0.7337282317964275,Cloudy,2024,1,4,19,Thursday,False,1
93,2024-01-04 20:57:00,London,3699,13.147384521169998,Low,94,-0.6652625308646165,1.2059261927896772,Rain,2024,1,4,20,Thursday,False,0
94,2024-01-04 21:48:00,London,2418,78.73874661727982,High,95,5.487967225425825,0.005318108393988406,Cloudy,2024,1,4,21,Thursday,False,0
95,2024-01-04 22:04:00,London,3922,78.00010503772846,Medium,95,5.487967225425825,0.005318108393988406,Cloudy,2024,1,4,22,Thursday,False,0
96,2024-01-04 23:56:00,London,4178,43.26366863092874,Medium,97,12.140223726039014,0.22954239077312594,Cloudy,2024,1,4,23,Thursday,False,0
97,2024-01-05 00:51:00,London,1147,40.68073063652048,High,98,23.545746367114994,0.5119140483298832,Cloudy,2024,1,5,0,Friday,False,0
98,2024-01-05 01:57:00,London,3350,16.370848879833133,Low,99,18.275823526303334,0.5759425565250413,Rain,2024,1,5,1,Friday,False,0
99,2024-01-05 02:58:00,London,1700,48.05429688739429,Medium,100,4.822101133402681,0.04174835893288877,Rain,2024,1,5,2,Friday,False,0
100,2024-01-05 03:23:00,London,1421,59.428402472681235,Low,100,4.822101133402681,0.04174835893288877,Rain,2024,1,5,3,Friday,False,0
101,2024-01-05 04:01:00,London,4081,48.72294725727846,High,101,34.63106692147777,0.5750333052685291,Cloudy,2024,1,5,4,Friday,False,0
102,2024-01-05 05:09:00,London,1172,67.82626175413452,High,102,32.22618061687929,1.0711513422012557,Rain,2024,1,5,5,Friday,False,0
103,2024-01-05 06:58:00,London,3185,51.38975917595562,Medium,104,24.63593356473465,0.9293212010795391,Cloudy,2024,1,5,6,Friday,False,0
104,2024-01-05 07:10:00,London,4776,10.252019952770997,High,104,24.63593356473465,0.9293212010795391,Cloudy,2024,1,5,7,Friday,False,1
105,2024-01-05 08:56:00,London,4760,82.64175869570892,High,106,-0.14800982719784805,1.1459973560062575,Clear,2024,1,5,8,Friday,False,1
106,2024-01-05 09:00:00,London,4289,72.99806270110625,Medium,106,-0.14800982719784805,1.1459973560062575,Clear,2024,1,5,9,Friday,False,1
107,2024-01-05 10:03:00,London,3320,81.4634903861456,Low,107,3.3060237159047787,0.5128177424685595,Cloudy,2024,1,5,10,Friday,False,0
108,2024-01-05 11:15:00,London,4180,10.702819487483964,High,108,2.21252030865541,2.121756918852775,Rain,2024,1,5,11,Friday,False,0
109,2024-01-05 12:02:00,London,589,30.837229394212752,Low,109,10.75066476602116,0.2708160800039543,Clear,2024,1,5,12,Friday,False,0
110,2024-01-05 13:14:00,London,4761,18.354892220727262,High,110,9.870502972329614,0.8128544948840524,Rain,2024,1,5,13,Friday,False,0
111,2024-01-05 14:53:00,London,693,84.00868097447174,Medium,112,12.062593164621159,1.1530922073878427,Clear,2024,1,5,14,Friday,False,0
112,2024-01-05 15:20:00,London,2651,22.89144025551782,High,112,12.062593164621159,1.1530922073878427,Clear,2024,1,5,15,Friday,False,0
113,2024-01-05 16:46:00,London,534,81.319581833897,Medium,114,14.823335883808376,0.5281430167296132,Clear,2024,1,5,16,Friday,False,1
114,2024-01-05 17:18:00,London,4308,42.48562253620763,High,114,14.823335883808376,0.5281430167296132,Clear,2024,1,5,17,Friday,False,1
115,2024-01-05 18:06:00,London,4517,14.228422078591038,Low,115,33.878581723856364,1.1079716023037651,Cloudy,2024,1,5,18,Friday,False,1
116,2024-01-05 19:53:00,London,1308,41.7194496542205,Medium,117,7.135850532159536,0.6542985041746505,Rain,2024,1,5,19,Friday,False,1
117,2024-01-05 20:52:00,London,2869,15.077897784051189,Medium,118,12.018158502615044,3.2384991913102694,Clear,2024,1,5,20,Friday,False,0
118,2024-01-05 21:34:00,London,4683,65.6382202858297,Medium,119,32.05971976851097,0.8080380560152403,Rain,2024,1,5,21,Friday,False,0
119,2024-01-05 22:33:00,London,4486,50.411069195010256,Medium,120,32.06765611590031,1.807005044779074,Cloudy,2024,1,5,22,Friday,False,0
120,2024-01-05 23:18:00,London,3451,19.7169342275798,High,120,32.06765611590031,1.807005044779074,Cloudy,2024,1,5,23,Friday,False,0
121,2024-01-06 00:30:00,London,3129,49.77842058005676,High,121,14.542294783470307,2.36661306787261,Rain,2024,1,6,0,Saturday,True,0
122,2024-01-06 01:41:00,London,376,37.092115828428916,Medium,123,5.34852048165909,0.5515154387935867,Clear,2024,1,6,1,Saturday,True,0
123,2024-01-06 02:23:00,London,4650,44.64478363975257,Low,123,5.34852048165909,0.5515154387935867,Clear,2024,1,6,2,Saturday,True,0
124,2024-01-06 03:38:00,London,376,34.13475770589075,Low,125,2.970396263656543,1.1561418018149492,Cloudy,2024,1,6,3,Saturday,True,0
125,2024-01-06 04:42:00,London,3052,82.87297573072067,Medium,126,-0.9445368185023995,3.349491515864034,Cloudy,2024,1,6,4,Saturday,True,0
126,2024-01-06 05:49:00,London,78,43.761062253433124,Medium,127,18.363683844031605,4.029232070719266,Rain,2024,1,6,5,Saturday,True,0
127,2024-01-06 06:41:00,London,4739,84.74288267671987,Medium,128,16.1779550125193,0.7802342156132642,Cloudy,2024,1,6,6,Saturday,True,0
128,2024-01-06 07:18:00,London,2570,96.0229782680845,High,128,16.1779550125193,0.7802342156132642,Cloudy,2024,1,6,7,Saturday,True,1
129,2024-01-06 08:55:00,London,4112,73.04343488743963,Low,130,15.743460737438237,0.010917830038563127,Clear,2024,1,6,8,Saturday,True,1
130,2024-01-06 09:47:00,London,2165,82.51968321092355,High,131,18.854516556287834,0.029109445258170427,Clear,2024,1,6,9,Saturday,True,1
131,2024-01-06 10:38:00,London,3560,65.96537786219676,Low,132,34.89583020830335,0.4708551603087975,Rain,2024,1,6,10,Saturday,True,0
132,2024-01-06 11:26:00,London,3638,89.80403006620062,Medium,132,34.89583020830335,0.4708551603087975,Rain,2024,1,6,11,Saturday,True,0
133,2024-01-06 12:55:00,London,69,68.78191099145897,High,134,2.393820499863857,0.132947980442215,Rain,2024,1,6,12,Saturday,True,0
134,2024-01-06 13:09:00,London,134,32.75213343027522,High,134,2.393820499863857,0.132947980442215,Rain,2024,1,6,13,Saturday,True,0
135,2024-01-06 14:58:00,London,957,44.85238956092223,Medium,136,23.07498256692378,0.2107816527433015,Rain,2024,1,6,14,Saturday,True,0
136,2024-01-06 15:14:00,London,2392,95.36363557300538,High,136,23.07498256692378,0.2107816527433015,Rain,2024,1,6,15,Saturday,True,0
137,2024-01-06 16:42:00,London,2403,22.860235014012186,Medium,138,-1.5360000608746693,1.3041005837247466,Clear,2024,1,6,16,Saturday,True,1
138,2024-01-06 17:39:00,London,3285,75.80211973779527,High,139,14.868871269628372,3.4524145099169683,Clear,2024,1,6,17,Saturday,True,1
139,2024-01-06 18:50:00,London,4840,28.642045789522058,Medium,140,12.746412008508678,0.13985652285905406,Rain,2024,1,6,18,Saturday,True,1
140,2024-01-06 19:45:00,London,1653,97.6551329193699,Medium,141,20.369879583999932,0.35570778457319674,Rain,2024,1,6,19,Saturday,True,1
141,2024-01-06 20:41:00,London,1223,40.00719650732847,Low,142,11.432689276449505,2.2133317887696875,Rain,2024,1,6,20,Saturday,True,0
142,2024-01-06 21:40:00,London,3864,62.69269207816939,High,143,-0.56838408198987,3.3080908531339057,Cloudy,2024,1,6,21,Saturday,True,0
143,2024-01-06 22:07:00,London,643,75.06117349205087,High,143,-0.56838408198987,3.3080908531339057,Cloudy,2024,1,6,22,Saturday,True,0
144,2024-01-06 23:43:00,London,1542,63.15911360077212,Low,145,33.531041219018384,0.20153038568170858,Rain,2024,1,6,23,Saturday,True,0
145,2024-01-07 00:36:00,London,4216,70.45425410303012,Medium,146,0.437825945416086,1.2957567409362523,Cloudy,2024,1,7,0,Sunday,True,0
146,2024-01-07 01:21:00,London,4827,44.24511043196213,Medium,146,0.437825945416086,1.2957567409362523,Cloudy,2024,1,7,1,Sunday,True,0
147,2024-01-07 02:37:00,London,4202,50.042409142032355,High,148,-1.3751948765595667,1.3681623344175786,Cloudy,2024,1,7,2,Sunday,True,0
148,2024-01-07 03:46:00,London,3820,60.668387203666555,Medium,149,8.313640717311213,0.01148504357580589,Rain,2024,1,7,3,Sunday,True,0
149,2024-01-07 04:08:00,London,4016,19.96295879216067,Low,149,8.313640717311213,0.01148504357580589,Rain,2024,1,7,4,Sunday,True,0
150,2024-01-07 05:24:00,London,4234,35.09251935776621,Medium,150,0.6897731389541484,0.348657992872667,Clear,2024,1,7,5,Sunday,True,0
151,2024-01-07 06:35:00,London,662,67.77965704125421,Medium,152,1.8343755009739793,2.0064726116731864,Rain,2024,1,7,6,Sunday,True,0
152,2024-01-07 07:24:00,London,2508,49.13092734437315,Medium,152,1.8343755009739793,2.0064726116731864,Rain,2024,1,7,7,Sunday,True,1
153,2024-01-07 08:18:00,London,3176,51.59104227208347,High,153,15.07018640787225,3.0733480070637587,Clear,2024,1,7,8,Sunday,True,1
154,2024-01-07 09:16:00,London,685,24.08153933202765,Medium,154,0.018765064583545765,0.04251298617579845,Rain,2024,1,7,9,Sunday,True,1
155,2024-01-07 10:37:00,London,3631,18.888319866579707,Medium,156,26.195262063998225,0.16079412446149924,Clear,2024,1,7,10,Sunday,True,0
156,2024-01-07 11:43:00,London,1015,65.03022220456418,High,157,32.2297011740315,0.3618556135395264,Clear,2024,1,7,11,Sunday,True,0
157,2024-01-07 12:03:00,London,2852,80.92778670543387,High,157,32.2297011740315,0.3618556135395264,Clear,2024,1,7,12,Sunday,True,0
158,2024-01-07 13:09:00,London,434,71.54000210822792,High,158,31.305362330396896,0.7447277992065672,Cloudy,2024,1,7,13,Sunday,True,0
159,2024-01-07 14:40:00,London,1654,62.66161376745573,High,160,21.53482430426942,0.19461645340487518,Clear,2024,1,7,14,Sunday,True,0
160,2024-01-07 15:42:00,London,3276,58.263514292793765,High,161,-0.7563274664806885,0.7295739349137798,Cloudy,2024,1,7,15,Sunday,True,0
161,2024-01-07 16:37:00,London,3481,93.71923257052691,High,162,12.077264434402274,1.4422715529936962,Cloudy,2024,1,7,16,Sunday,True,1
162,2024-01-07 17:50:00,London,2255,72.73302289689799,Low,163,26.182571426685485,1.3193481291501719,Clear,2024,1,7,17,Sunday,True,1
163,2024-01-07 18:01:00,London,834,73.10443207529718,Medium,163,26.182571426685485,1.3193481291501719,Clear,2024,1,7,18,Sunday,True,1
164,2024-01-07 19:29:00,London,3959,92.61096544004059,Medium,164,6.088028483227927,0.8152346654926149,Clear,2024,1,7,19,Sunday,True,1
165,2024-01-07 20:37:00,London,2506,19.136872608768755,Low,166,6.2707034985463,2.002336115945169,Cloudy,2024,1,7,20,Sunday,True,0
166,2024-01-07 21:06:00,London,3762,60.24891155150979,Low,166,6.2707034985463,2.002336115945169,Cloudy,2024,1,7,21,Sunday,True,0
167,2024-01-07 22:45:00,London,1055,93.66800106241648,Medium,168,34.296652872648245,1.6265555264892757,Cloudy,2024,1,7,22,Sunday,True,0
168,2024-01-07 23:10:00,London,3506,47.360530790972476,High,168,34.296652872648245,1.6265555264892757,Cloudy,2024,1,7,23,Sunday,True,0
169,2024-01-08 00:49:00,London,2493,60.671810853117144,Medium,170,13.20342111031854,0.2299397157205369,Rain,2024,1,8,0,Monday,False,0
170,2024-01-08 01:26:00,London,3855,61.720470207599426,High,170,13.20342111031854,0.2299397157205369,Rain,2024,1,8,1,Monday,False,0
171,2024-01-08 02:16:00,London,1926,39.22699820119233,High,171,20.053451896876552,1.944951324845621,Cloudy,2024,1,8,2,Monday,False,0
172,2024-01-08 03:11:00,London,1594,96.86236097056393,High,172,16.118314307774636,4.190946942116933,Clear,2024,1,8,3,Monday,False,0
173,2024-01-08 04:51:00,London,1590,76.90688530042533,Low,174,19.80306268642228,0.01979858928591742,Rain,2024,1,8,4,Monday,False,0
174,2024-01-08 05:56:00,London,391,18.95127925306162,Medium,175,34.695110395005095,0.3689781497804686,Clear,2024,1,8,5,Monday,False,0
175,2024-01-08 06:00:00,London,762,94.19299087628863,Medium,175,34.695110395005095,0.3689781497804686,Clear,2024,1,8,6,Monday,False,0
176,2024-01-08 07:39:00,London,3852,15.567782335157705,High,177,1.4064429649114496,0.6733880496451676,Cloudy,2024,1,8,7,Monday,False,1
177,2024-01-08 08:25:00,London,310,39.78862925320715,Medium,177,1.4064429649114496,0.6733880496451676,Cloudy,2024,1,8,8,Monday,False,1
178,2024-01-08 09:50:00,London,4549,35.205428360454285,High,179,-2.550671363257515,1.2913689509203752,Rain,2024,1,8,9,Monday,False,1
179,2024-01-08 10:22:00,London,3997,79.4451003290389,Low,179,-2.550671363257515,1.2913689509203752,Rain,2024,1,8,10,Monday,False,0
180,2024-01-08 11:29:00,London,4571,48.514809631279704,Low,180,5.289035931212451,2.7528158445158466,Clear,2024,1,8,11,Monday,False,0
181,2024-01-08 12:23:00,London,4981,71.93043796544748,Medium,181,16.940141188945255,2.0871528313547723,Rain,2024,1,8,12,Monday,False,0
182,2024-01-08 13:00:00,London,883,62.47260727159176,Low,182,19.56944355441972,2.1575772552346635,Rain,2024,1,8,13,Monday,False,0
183,2024-01-08 14:18:00,London,1272,84.70538953522804,Low,183,5.794821614645871,1.674076819309714,Clear,2024,1,8,14,Monday,False,0
184,2024-01-08 15:03:00,London,460,67.8048281183782,High,184,15.4072792629383,2.494086877734608,Cloudy,2024,1,8,15,Monday,False,0
185,2024-01-08 16:30:00,London,2716,47.21199442048259,High,185,11.542203241333844,0.7127006126250102,Cloudy,2024,1,8,16,Monday,False,1
186,2024-01-08 17:52:00,London,436,90.13871419933845,Medium,187,28.993006136953163,1.597692537008763,Rain,2024,1,8,17,Monday,False,1
187,2024-01-08 18:52:00,London,2791,67.05184633573236,Medium,188,-1.3299638001615488,1.0184421824360737,Cloudy,2024,1,8,18,Monday,False,1
188,2024-01-08 19:35:00,London,4756,70.64102762715399,High,189,13.699181936343994,0.21682515282115813,Cloudy,2024,1,8,19,Monday,False,1
189,2024-01-08 20:36:00,London,638,90.60912923972704,Medium,190,19.33752338840008,0.08134823071034272,Cloudy,2024,1,8,20,Monday,False,0
190,2024-01-08 21:43:00,London,2238,66.55995076916949,High,191,29.261302990560367,1.9006297306975126,Rain,2024,1,8,21,Monday,False,0
